sentiment,content
worry,would rather be with the bride doing last minute wedding stuff instead of being stuck behind a desk until 5.  someday..
worry,sometimes it hurts that pets cant talk back to us. what if they are in pain. how would they tell us.
worry,  what is wrong with her?
sadness,why does zero have to have thomas in it?
sadness, it would not let me download it cos it said i am the uk. i had a little cry.
sadness,ahh i am engulfed in shooes. who told me to buy so maany damn shoes
surprise,i sunburnt through factor 30
worry,learned a lesson the hard way. lost my usb stick and backup was a month old
neutral," alas no, it is just a normal night  monday is quiz night"
sadness, yeah it can be tough some times..
neutral, sorry bout your cat !
worry,it is almost june and i am bundled up because of this nasty ass weather! i just want to lay in the sun on the patio near the roses
worry, wow thats impressive! luckily im not in rush but i feel for friends who are not getting any younger but cant move house  tricky
happiness,i finished   is zombie chronicles a few days ago. it was bittersweet. now i need something new for the gym
worry," my eyes are starting to hurt. so late. but must reach 200 updates due to tweets sent to youu! philippines tour, pleease?"
worry,my car is almost definately going to be written off! the garage rang and said the work will cost 3k and its up to the insurance co
sadness,another day in jury duty.
worry,"sitting at work, waiting for this day to be over with. it is always fridays that take forever. wish the weekend would get here already."
worry," hey you, honey bear! do not goo  puhleezee.."
neutral, i do that all the time
neutral,i am soo tired
happiness," aww. do not mean to sound like an overgrown age 37 baby, but i am still stick. not as bad as yesterday, but still bad."
worry, yeah i guess so  it makes me very sad though becase the disc is scratched!
worry,got woken up early again  i kinda wana just chill today but there is so much to do!
worry,has toothache
worry,feeling sick at stomach today
worry,i woke up this morning thinking it is saturday
surprise, i want to play
worry, lol well these girls didnt!! and my girl made me tip the lady and she put her boobies in my face
surprise,"  i am sorry..deep breaths, i started a program called panicaway..it has worked wonders."
worry,  sad face.
worry,5 hours to go and no football again for me
worry,i need some serious cheering up
love,"not feeling it 2day, just left the glasses on  peace and unity."
sadness,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work
neutral,venus is out at the french open
sadness,on the road again. i miss my traveling traveling partner
worry," very excited, although her train is going to be delayed"
worry,"no school, again. this time cuz im sick."
neutral, no sucky
worry,i need a bigger mp3 player.. even if it pains me to say it
worry, aaw no!  are the windows open and that?
neutral,honestly i cannot figure this twitter thing out
sadness,i wish i could go to meet in the middle tomorrow.
worry, i finally figured it out! i felt bad canc. group but  just wanted to take meds and do nothing. back still hurts  .
neutral,is getting ready for work.. working all weekend
worry,is super stressed!
neutral,experimenting.  with puppet again. i think i just wiped my drive on my workstation
worry,is sad to go to work cuz it is termineda is last day..and little monkey is last day too
neutral, everything
happiness,tgif!! its a gorgeous day in reno today. and i am stuck inside.
neutral, well what about tomorrow? i miss you
happiness, thanks lady.. bummer for sure.
surprise,now there is a fly in my room
worry,my student just walked in balling.  she just witnessed her dog getting hit on the street.  i do not know what to do to cheer her up.
sadness, my feelings are hurt
worry,missing him so much. why does he have to work  ca not he just spend time with me and get paid for that lol
sadness,oh man..my fiance just got off work and i start mine in 1 hour..so not fair..
worry,"waiting for minami, then london and cobra. i am going to miss her loads"
worry,i just want my car back.
worry, forgot about the traffic  heading to foxford in mayo and the lovely pontoon tomorrow
worry,"woke up.. walked out of my room, and a bug flew in my eye"
neutral, yes 7.50 here thanks for the change obama. i have to start mail ordering again
sadness, i wish i was in va too
neutral, i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt
worry,my puppys not feeling so good today
worry,has anyone else woken up one day and felt like they acquired near sightedness over night?  everything is blurry all of a sudden.
sadness,"  aww, that was not very nice."
neutral, i did not read the details so that may be it. sara jayne is a kid is show so it ca not be that exciting.
neutral,"i also want it to be the 6th, i miss my girlies so much  we get to be roomies again!"
neutral,now to go home and cry
sadness, i do not think i will ever have one of those again
surprise,im not going to my dads tonight !! and hes got a 12 foot pool  he has to tell me that hes got things when im not going twat !!
worry," yes!! i made the sign when i noticed it missing on sunday! so far, no luck.. it is now unlucky japanese cat.."
worry,that just sucks!
sadness, there is no sun here in florida..it is all rainy and cloudy.
sadness,its so sad when the dad dies  hakuna matana it means no worries for..
worry,is it normal for a masseusse to fully massage your buttocks? i swear she was a quarter inch from a medical exam..
worry, the lens was 70mm  i could not
worry,did not sleep good last night. woke up with another bellyache  what is wrong with mee.
love, surely you knew this before hand? a good book or a hand held has to be essential. just no psps unless you have a charger.
neutral,more bbqs  might buy some disposable ones some time.
sadness, yep..sadly i only had 10 min before a meeting!
surprise,"final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? certain females paranoid about bo"
worry,"ouch, my back. man i am sick"
worry,no theatre next year  stupid schedules!
worry, i am lost. please help me find a good home.
neutral,"so, i am at the point now that it has become apparent that having a degree means jack shit."
